community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
10,12,0.46208530645511986,0.09402230751248453,0.16666666666666666,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半,半 秒 钟 一会儿 天 星期 礼拜 好久,半 天 一会儿 秒 礼拜 分钟 钟 小时 好久 钟头 星期 半天,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半
11,2,0.49243659431201126,0.2133226760177689,0.0,一体 一身,一体 一身,一身 一体,一体 一身
12,17,0.45946437521849715,0.10330307895517032,0.23529411764705882,总共 共计 一共 总计 约 共 大约 合计 共有 累计 将近 仅,平均 折合 整整 近 至少 将近 仅 大约,共有 共 仅 约 总共 总计 合计 大约 近 折合 将近 共计,总共 共计 一共 总计 约 共 大约 合计 共有 累计 将近 仅 至少 平均 折合 整整 近
13,17,0.42870989203389964,0.06748172698848008,0.29411764705882354,屡次 接连 频频 多次 再次 再度 相继 一再 接二连三 先后 屡 三番五次,次 重新 率先 频繁 接连 陆续 三番五次 接二连三,重新 屡 频繁 三番五次 次 再度 再次 多次 接二连三 陆续 相继 频频,屡次 接连 频频 多次 再次 再度 相继 一再 接二连三 先后 屡 三番五次 陆续 频繁 率先 重新 次
14,8,0.4488740790558478,0.1296419383766399,0.125,一瞬间 一刹那 瞬间 千钧一发 时刻 关头 一晃 转眼,关头 转眼 一晃 时刻 千钧一发 瞬间 一刹那 一瞬间,一瞬间 时刻 关头 瞬间 转眼 千钧一发 一晃 一刹那,一瞬间 一刹那 瞬间 千钧一发 时刻 关头 一晃 转眼
15,23,0.4347987168161173,0.028264509734905425,0.2608695652173913,躺 睡 蹲 睡着 坐 一动不动 卧 瘫 打盹儿 仰 趴 站立,垂 俯首 动弹 挨着 呆 休息 窝 坐,俯首 倚 卧 呆 坐 垂 仰 窝 睡 瘫 睡着 酣睡,躺 睡 蹲 睡着 坐 一动不动 卧 瘫 打盹儿 仰 趴 站立 呆 酣睡 跪 倚 挨着 动弹 休息 歇 窝 俯首 垂
16,3,0.4235498132155217,0.047104514434829714,0.3333333333333333,一半 一部分 过半,一部分 过半 一半,一部分 过半 一半,一半 一部分 过半
17,30,0.39909049658222173,-0.039460138862662905,0.7,存折 银行卡 支票 挂失 汇款 信用卡 取款 收据 发票 账单 身份证 取款机,活期 手续费 话费 取款机 零钱 卡片 印章 身份证,取款 密码 卡 挂失 储蓄 一卡通 取款机 印章 信用卡 欠条 手续费 凭证,存折 银行卡 支票 挂失 汇款 信用卡 取款 收据 发票 账单 身份证 取款机 钞票 卡片 借条 磁卡 凭证 账户 一卡通 欠条 话费 零钱 存款 手续费 密码 卡 储蓄 活期 印章 硬币
18,12,0.4289534149077197,0.036129662272142864,0.3333333333333333,俗语 俗话 名言 成语 一句话 句 俗话说 古人 比喻 谜语 对联 所谓,所谓 谜语 古人 成语 对联 比喻 俗话说 句,俗话说 谜语 成语 句 古人 名言 俗话 俗语 一句话 所谓 比喻 对联,俗语 俗话 名言 成语 一句话 句 俗话说 古人 比喻 谜语 对联 所谓
19,8,0.4580881423956303,0.1157207924927926,0.125,联手 共同 携手 一起 一同 联合 一块儿 牵头,牵头 一块儿 一同 联合 共同 一起 携手 联手,牵头 联手 一起 共同 联合 一块儿 携手 一同,联手 共同 携手 一起 一同 联合 一块儿 牵头
20,12,0.4750705640926124,0.10687816340705708,0.25,一向 始终 一贯 向来 一直 历来 从来 长期以来 多年来 自始至终 一如既往 坚持,从来 自始至终 坚持 历来 一如既往 长期以来 多年来 一直,始终 历来 一贯 从来 多年来 一如既往 长期以来 向来 自始至终 一直 一向 坚持,一向 始终 一贯 向来 一直 历来 从来 长期以来 多年来 自始至终 一如既往 坚持
21,11,0.41607712054767354,-0.026004125420567237,0.5454545454545454,一味 单纯 只顾 盲目 过分 片面 仅仅 只管 纯粹 过度 只,片面 过度 仅仅 只 只管 纯粹 盲目 过分,纯粹 只 盲目 只管 片面 只顾 仅仅 单纯 过度 过分 一味,一味 单纯 只顾 盲目 过分 片面 仅仅 只管 纯粹 过度 只
22,8,0.45061783417309526,0.07975165046540278,0.125,不得了 够呛 要命 厉害 受不了 得 一塌糊涂 得了,一塌糊涂 厉害 受不了 得 得了 够呛 要命 不得了,不得了 厉害 得 得了 够呛 受不了 要命 一塌糊涂,不得了 够呛 要命 厉害 受不了 得 一塌糊涂 得了
23,25,0.4407005101833727,0.023084151669945117,0.24,扭头 瞅 一眼 回头 走开 低头 瞪 坐下 目不转睛 一言不发 打量 转身,目不转睛 点头 坐下 偷看 转身 沉默 一声不吭 左顾右盼,一声不吭 转身 停下 一言不发 瞪 瞅 打量 愣 站住 偷看 目不转睛 直视,扭头 瞅 一眼 回头 走开 低头 瞪 坐下 目不转睛 一言不发 打量 转身 一声不吭 点头 站住 眨眼 愣 抬头 停下 东张西望 过头 左顾右盼 沉默 偷看 直视
24,48,0.44920727211374434,0.05278445610049292,0.3333333333333333,晚上 早上 早晨 傍晚 夜里 中午 下午 清晨 深夜 上午 凌晨 半夜,醒来 夜班 熬夜 星期日 从早到晚 下班 黑夜 明日,昨天 早晨 起床 彻夜 下午 通宵 凌晨 夜 一大早 晚饭 晚间 上午,晚上 早上 早晨 傍晚 夜里 中午 下午 清晨 深夜 上午 凌晨 半夜 一早 夜晚 白天 一大早 晚饭 当晚 起床 夜间 星期天 午饭 下班 晚 昨天 前天 次日 黄昏 明天 晚间 当天 今天 星期日 日夜 通宵 醒来 午睡 从早到晚 夜 黑夜 夜班 当日 彻夜 明日 日 熬夜 今日 昼夜
25,23,0.46117150688204533,0.09170894952408251,0.21739130434782608,时常 常常 经常 有时 时不时 偶尔 有时候 成天 总是 整天 老是 不时,随时 平时 通常 一年到头 往往 一天到晚 时而 常年,时常 时时 通常 常 动不动 往往 不时 一天到晚 总是 有时候 偶尔 一年到头,时常 常常 经常 有时 时不时 偶尔 有时候 成天 总是 整天 老是 不时 一天到晚 时时 平时 常 往往 时而 动不动 一年到头 常年 通常 随时
26,5,0.4252577257658784,0.07583589280651085,0.0,匹 骏马 马 马力 一头,一头 马 马力 骏马 匹,匹 骏马 马力 马 一头,匹 骏马 马 马力 一头
27,4,0.3676763792600218,0.0059012515033711665,0.75,程度 高度 一定 幅度,幅度 一定 高度 程度,程度 幅度 高度 一定,程度 高度 一定 幅度
28,130,0.4462298385139695,-0.004512392273312034,0.5230769230769231,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥,宝宝 姐妹 父子 保姆 师傅 战友 娃娃 小姐,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥 父亲 闺女 弟弟 爷爷 女儿 儿子 媳妇 老婆 姥爷 爹 妈 伯母 叔叔 外婆 大姐 孙女 伯父 父母 丈夫 岳母 妻子 祖母 老公 外公 岳父 大哥 阿姨 亲戚 孩子 家人 太太 老太太 长辈 伯伯 继父 姐 大爷 老伴儿 孙子 女婿 她 继母 娘 男朋友 爱人 女朋友 姨 姑娘 小孩儿 妹 老头儿 师父 亲人 邻居 老乡 弟 老人家 丫头 朋友 儿女 老汉 两口子 大妈 大人 同学 老人 女孩儿 祖父 亲生 他 我 小伙子 母女 老师 师傅 同事 姐妹 家里 一家人 寡妇 女人 你 男人 老家 徒弟 同伴 男孩儿 俩 她们 保姆 恩人 老王 亲友 战友 父女 小朋友 家伙 胖子 新娘 全家 乡亲 亲朋好友 宝宝 老大 小姐 娶 老板 情人 子女 小时候 夫人 哥 母子 友人 夫妇 娃娃 亲属 父子
29,5,0.3358680999936478,-0.07545851165200375,0.8,万古长青 鹏程万里 友好 建交 一帆风顺,一帆风顺 建交 鹏程万里 友好 万古长青,一帆风顺 建交 鹏程万里 友好 万古长青,万古长青 鹏程万里 友好 建交 一帆风顺
30,5,0.44172974858682823,0.077227599678038,0.4,一带 沿线 周边 附近 一路,一路 周边 附近 沿线 一带,一路 周边 沿线 一带 附近,一带 沿线 周边 附近 一路
31,3,0.4180859100262413,0.0688479136933535,0.0,一干二净 掉 面目全非,掉 面目全非 一干二净,掉 面目全非 一干二净,一干二净 掉 面目全非
32,8,0.4221307576468333,0.08043747312042623,0.375,齐全 完备 一应俱全 设施 配套 应有尽有 完整 完好,完整 完好 配套 应有尽有 设施 一应俱全 完备 齐全,完整 齐全 完好 完备 配套 一应俱全 应有尽有 设施,齐全 完备 一应俱全 设施 配套 应有尽有 完整 完好
33,8,0.3814301830567017,-0.0017912031342466328,0.625,曾经 曾 过 从没 从未 一度 了 着,了 着 一度 从没 从未 曾经 曾 过,了 着 曾 曾经 从未 从没 过 一度,曾经 曾 过 从没 从未 一度 了 着
34,21,0.4445816529526272,0.005000448603553619,0.5238095238095238,大多 大部分 绝大多数 大都 全都 大多数 多数 基本上 全部 多半 几乎 统统,半数 基本上 一律 完全 全部 全都 皆 统统,一般 皆 通通 完全 几乎 大多 多数 绝大多数 基本上 多半 大都 其余,大多 大部分 绝大多数 大都 全都 大多数 多数 基本上 全部 多半 几乎 统统 所有 其余 一般 半数 皆 通通 一律 完全 普遍
35,2,0.45094787412281057,0.09108791611687003,0.0,一心 有朝一日,有朝一日 一心,有朝一日 一心,一心 有朝一日
36,31,0.4285862342218256,0.007773744688722678,0.5161290322580645,尽力 全力 竭尽全力 竭力 千方百计 努力 想方设法 全力以赴 极力 设法 着力 大力,一心一意 着力 大肆 全心全意 齐心协力 坚持不懈 尽可能 致力于,争分夺秒 致力于 着力 全力 大力 加紧 积极 千方百计 切实 极力 尽力 竭尽全力,尽力 全力 竭尽全力 竭力 千方百计 努力 想方设法 全力以赴 极力 设法 着力 大力 奋力 力求 积极 拼命 力争 齐心协力 一心一意 加紧 致力于 坚持不懈 抓紧 切实 尽可能 试图 尽量 争分夺秒 争取 全心全意 大肆
37,5,0.4340663316400001,0.04909056384106229,0.4,僵化 一成不变 教条 过时 单一,过时 单一 一成不变 教条 僵化,僵化 一成不变 教条 单一 过时,僵化 一成不变 教条 过时 单一
38,5,0.35209042752412173,-0.023587866644251144,0.6,第一线 一线 第一手 一手 线,线 一手 第一手 一线 第一线,线 第一手 第一线 一线 一手,第一线 一线 第一手 一手 线
39,5,0.47215280124082504,0.1277785975128468,0.0,技能 本领 知识 一技之长 能力,一技之长 能力 知识 技能 本领,技能 一技之长 能力 本领 知识,技能 本领 知识 一技之长 能力
40,3,0.47511450345359546,0.139013078608333,0.0,领导 同志 一把手,一把手 同志 领导,同志 一把手 领导,领导 同志 一把手
41,1,,0.0,0.0,一揽子,一揽子,一揽子,一揽子
42,8,0.3878099316749589,-0.02348985968027887,0.5,多方面 方面 一方面 方方面面 层面 全方位 一面 反过来,一面 全方位 层面 反过来 方面 一方面 多方面 方方面面,一面 反过来 多方面 方面 全方位 一方面 层面 方方面面,多方面 方面 一方面 方方面面 层面 全方位 一面 反过来
43,56,0.4443416741446645,0.02781008847329816,0.35714285714285715,旁边 前边 后边 外边 那边 前面 那儿 里边 后面 下边 上边 左边,台上 上面 右边 左边 郊外 城里 上头 两侧,门口 旁边 周围 一边 城里 上头 跟前 旁 左边 北边 面前 那儿,旁边 前边 后边 外边 那边 前面 那儿 里边 后面 下边 上边 左边 外面 外头 底下 旁 右边 远处 对面 这边 那里 上面 东边 门口 西边 这儿 南边 楼下 里面 里头 北边 跟前 两边 一旁 下面 楼上 里 后头 前头 路边 隔壁 中间 身边 周围 边 老远 一边 这里 台上 前方 上头 两侧 城里 眼前 面前 郊外
44,20,0.47402823308591246,0.06698016761760164,0.2,如果 假如 倘若 即使 即便 只要 假使 除非 若 一旦 无论 不管,或是 凡是 要么 每当 无论如何 万一 若 不管,如果 倘若 无论 当 不管 每当 无论如何 除非 即使 即便 不论 若,如果 假如 倘若 即使 即便 只要 假使 除非 若 一旦 无论 不管 不论 当 每当 凡是 要么 或是 万一 无论如何
45,2,0.5054889946885015,0.17392632310727718,0.0,暂时 一时,暂时 一时,暂时 一时,暂时 一时
46,20,0.4320498275899931,0.0361338080364783,0.55,相同 相似 截然不同 一模一样 不同 有所不同 大同小异 雷同 类似 一样 差不多 不相上下,重合 重叠 不同寻常 相等 不相上下 同样 差不多 一样,重合 重叠 不同寻常 不同 一模一样 大同小异 雷同 同样 同等 有所不同 相同 类似,相同 相似 截然不同 一模一样 不同 有所不同 大同小异 雷同 类似 一样 差不多 不相上下 与众不同 不同寻常 重合 同样 同等 相等 吻合 重叠
47,4,0.463650739368582,0.1411263338663727,0.0,一概而论 见仁见智 因人而异 定论,定论 见仁见智 因人而异 一概而论,一概而论 因人而异 定论 见仁见智,一概而论 见仁见智 因人而异 定论
48,1,,0.0,0.0,一次性,一次性,一次性,一次性
49,1,,0.0,0.0,一毛不拔,一毛不拔,一毛不拔,一毛不拔
50,14,0.460448076564073,0.07384832255259355,0.21428571428571427,出色 优异 出众 卓越 优良 优秀 杰出 过硬 良好 高超 非凡 优越,不错 一流 优越 非凡 良好 高超 过硬 卓越,优越 优良 优秀 优异 杰出 良好 出色 不错 出众 高超 卓越 一流,出色 优异 出众 卓越 优良 优秀 杰出 过硬 良好 高超 非凡 优越 一流 不错
51,10,0.49301316176055837,0.17530956212425128,0.2,略微 稍微 稍 稍稍 略 有所 较 相对 轻微 一点儿,一点儿 相对 有所 较 轻微 略 稍稍 稍微,稍 略 略微 稍微 有所 稍稍 一点儿 相对 较 轻微,略微 稍微 稍 稍稍 略 有所 较 相对 轻微 一点儿
52,9,0.45024511399766176,0.0981620980269097,0.1111111111111111,一生 终生 晚年 一辈子 生平 生前 生涯 早年 终身,生涯 终身 早年 生前 一辈子 生平 晚年 终生,一辈子 晚年 生涯 生前 生平 终身 一生 早年 终生,一生 终生 晚年 一辈子 生平 生前 生涯 早年 终身
53,2,0.552211614295748,0.3270345500959462,0.0,番 一番,番 一番,番 一番,番 一番
54,13,0.4461804514923485,0.026827034182153077,0.38461538461538464,清晰 准确 清楚 确切 详尽 透彻 精确 明确 直观 贴切 深刻 明朗,透彻 详尽 明朗 深刻 贴切 一目了然 直观 清楚,详尽 一目了然 确切 明确 透彻 明朗 清晰 清楚 直观 准确 贴切 深刻,清晰 准确 清楚 确切 详尽 透彻 精确 明确 直观 贴切 深刻 明朗 一目了然
55,9,0.46509057056525194,0.04238509514546252,0.3333333333333333,发愁 犯愁 伤脑筋 操心 烦恼 愁 提心吊胆 一筹莫展 麻烦,麻烦 一筹莫展 烦恼 提心吊胆 愁 伤脑筋 操心 发愁,愁 操心 犯愁 发愁 一筹莫展 提心吊胆 麻烦 伤脑筋 烦恼,发愁 犯愁 伤脑筋 操心 烦恼 愁 提心吊胆 一筹莫展 麻烦
56,4,0.347003207607282,-0.06578290292051364,0.5,共识 双赢 一致 造福,一致 造福 双赢 共识,一致 双赢 共识 造福,共识 双赢 一致 造福
57,43,0.4539520294016628,0.09393067714164306,0.18604651162790697,换言之 总而言之 总之 事实上 也就是说 然而 此外 当然 除此之外 况且 这就是说 总的来说,所以 如果说 据说 同时 说老实话 看来 说真的 另一方面,说到底 看来 按说 如果说 总之 据悉 这就是说 说实话 就是说 相比之下 然而 同时,换言之 总而言之 总之 事实上 也就是说 然而 此外 当然 除此之外 况且 这就是说 总的来说 其次 由此看来 说实话 由此可见 另外 相比之下 不过 因此 据悉 与此同时 另一方面 按理说 相对而言 就是说 说白了 这样一来 综上所述 一般来说 说真的 众所周知 所以 相反 看来 说到底 按说 如果说 至此 恰恰相反 据说 说老实话 同时
58,11,0.47519590263950334,0.138397817322024,0.18181818181818182,路途 途中 路上 旅途 路程 旅程 一路上 中途 沿途 行程 半路,半路 沿途 行程 一路上 中途 路程 路上 旅程,旅途 沿途 旅程 一路上 半路 行程 路途 中途 路上 路程 途中,路途 途中 路上 旅途 路程 旅程 一路上 中途 沿途 行程 半路
59,15,0.44096013062425293,0.04393340007464737,0.13333333333333333,祝福 祝 祝愿 保佑 一路平安 心想事成 好运 保重 祈祷 一路顺风 晚安 恭喜,吉祥 挂念 祝 恭喜 一路顺风 再见 晚安 好运,保重 祝愿 祝福 挂念 再见 祝 祈祷 晚安 一路平安 恭喜 保佑 一路顺风,祝福 祝 祝愿 保佑 一路平安 心想事成 好运 保重 祈祷 一路顺风 晚安 恭喜 再见 吉祥 挂念
60,3,0.5263196538094815,0.27521601511838406,0.0,一连 连续 连,连续 连 一连,一连 连续 连,一连 连续 连
61,3,0.3641758568924754,0.004280656638623324,0.6666666666666666,道 一道 脱口而出,脱口而出 一道 道,脱口而出 一道 道,道 一道 脱口而出
62,7,0.440307789367328,0.08014840756646346,0.0,混乱 紊乱 乱 杂乱无章 乱七八糟 一锅粥 失控,失控 乱七八糟 一锅粥 杂乱无章 乱 紊乱 混乱,混乱 一锅粥 乱 紊乱 乱七八糟 失控 杂乱无章,混乱 紊乱 乱 杂乱无章 乱七八糟 一锅粥 失控
63,8,0.36144750711451906,-0.038129415056787797,0.75,长短 高低 好坏 与否 短 一长一短 取决于 长,短 长 取决于 一长一短 高低 好坏 与否 长短,长短 短 一长一短 长 好坏 与否 高低 取决于,长短 高低 好坏 与否 短 一长一短 取决于 长
64,18,0.4753710187137419,0.11374198869101147,0.16666666666666666,清脆 悦耳 刺耳 声音 响声 响起 声 响 响亮 洪亮 笑声 传来,发出 难听 抑扬顿挫 一阵 好听 听 传来 笑声,响亮 响声 一阵 听 响 声 洪亮 抑扬顿挫 发出 声音 悦耳 传来,清脆 悦耳 刺耳 声音 响声 响起 声 响 响亮 洪亮 笑声 传来 好听 听 一阵 难听 抑扬顿挫 发出
65,6,0.43590894488921467,0.08155758885541416,0.16666666666666666,一齐 不约而同 争先恐后 异口同声 竞相 齐,齐 异口同声 一齐 不约而同 争先恐后 竞相,一齐 争先恐后 竞相 齐 不约而同 异口同声,一齐 不约而同 争先恐后 异口同声 竞相 齐
66,5,0.43978951891123436,0.038629272988638844,0.2,王 姜 丁 罗 小王,罗 丁 小王 姜 王,姜 丁 罗 王 小王,王 姜 丁 罗 小王
67,47,0.4200341374097342,-0.01298945112741231,0.44680851063829785,嚷 骂 胡闹 打岔 唠叨 插嘴 吵嘴 小声 闹着玩儿 絮叨 嬉笑 吵架,闹 说道 耍 问 指着 笑话 反问 吓唬,插嘴 撒谎 吹牛 吵 吼 哭 喊 嚷 耍赖 自言自语 笑 瞎,嚷 骂 胡闹 打岔 唠叨 插嘴 吵嘴 小声 闹着玩儿 絮叨 嬉笑 吵架 大声 哭 吵 说话 开玩笑 笑 发脾气 自言自语 说闲话 说 吓唬 吹牛 撒谎 胡说 耍赖 逞能 有口无心 逗 胡思乱想 问 半真半假 打架 耍 说谎 瞎 交头接耳 闹 七嘴八舌 笑话 喊 亲热 反问 吼 说道 指着
68,8,0.45170428228739834,0.11488300949901177,0.125,千 万 百 数 亿 千万 余 万万,万万 亿 千万 数 余 百 千 万,千 亿 万 余 百 数 万万 千万,千 万 百 数 亿 千万 余 万万
69,1,,0.0,0.0,万分,万分,万分,万分
70,1,,0.0,0.0,万无一失,万无一失,万无一失,万无一失
71,2,0.5551343701508054,0.34206929542265463,0.0,万能 全能,全能 万能,全能 万能,万能 全能
72,155,0.42513118414267087,-0.011075515068129997,0.5483870967741935,米饭 豆腐 酸奶 薯条 豆浆 香肠 卤味 薯片 果酱 饺子 橙汁 饼,啤酒 红酒 腥 餐 桂花 碗 嫩 瓜,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,米饭 豆腐 酸奶 薯条 豆浆 香肠 卤味 薯片 果酱 饺子 橙汁 饼 饼干 水果 芝士 酱 粥 果汁 菜 海鲜 馅儿 红薯 牛奶 烤肉 包子 南瓜 面条儿 汁 辣椒 西红柿 肉 佐料 面包 汤圆 好吃 馒头 茄子 罐头 调料 点心 蜂蜜 吃 可口 酥 醋 黄瓜 巧克力 香油 烤 白菜 火锅 甜 火腿 美味 小吃 酱油 柿子 红茶 饭 煮 炖 土豆 豆制品 寿司 口感 香蕉 奶茶 鲜美 主食 烤鸭 咖啡 蔬菜 番茄 麻辣 红酒 食物 碗 零食 蒜 砂糖 萝卜 鸡蛋 花生 月饼 冰棍儿 涮 饮料 虾 椰子 蘸 烧烤 面粉 葱 辣 中餐 西瓜 蘑菇 风味 汽水 核桃 三明治 粽子 茶 西餐 香味 拌 绿茶 口味 汤 糖 嚼 糖果 可乐 早饭 香料 桂花 煎 香 方便面 蛋糕 喝 脆 早餐 食用 味道 美食 味精 烹调 盒饭 莲子 晚餐 奶 热腾腾 品尝 勺 茶叶 啤酒 快餐 素食 大米 豆子 枣 午餐 食品 梨 葡萄 瓜 口香糖 嫩 腥 味儿 淀粉 餐 料理 芝麻
73,4,0.47621954643212483,0.1310231026583766,0.0,三维 平面 立体 图形,平面 图形 立体 三维,图形 立体 平面 三维,三维 平面 立体 图形
74,2,0.47352598055554385,0.1808818227707808,0.0,角 三角,角 三角,三角 角,角 三角
75,1,,0.0,0.0,上,上,上,上
76,3,0.4175642086428661,0.11352119161942599,0.0,左右 出头 上下,上下 出头 左右,上下 出头 左右,左右 出头 上下
77,20,0.4545723919890801,0.04415128866265211,0.45,月初 月底 月份 年初 中旬 下旬 上旬 年底 上个月 月 去年 今年,年度 周 底 上周 年 下个月 全年 上个月,周 年 底 年底 年度 年初 上周 月 月底 月初 月份 上旬,月初 月底 月份 年初 中旬 下旬 上旬 年底 上个月 月 去年 今年 季度 下个月 上周 全年 周 年 底 年度
78,27,0.44903050944777784,0.034478703850742386,0.37037037037037035,出任 就任 担任 任命 任 兼任 职务 任职 现任 聘任 辞去 连任,上任 人选 职位 兼 接手 接替 辞去 提拔,兼 任 任职 兼任 上任 当选 连任 现任 人选 提拔 晋升 公职,出任 就任 担任 任命 任 兼任 职务 任职 现任 聘任 辞去 连任 任期 接替 当选 就职 上任 提名 前任 职位 公职 提拔 人选 推选 晋升 兼 接手
79,22,0.45887861141705616,0.03372836142825426,0.4090909090909091,攀升 上升 回升 上涨 飙升 下降 回落 下跌 涨 升高 反弹 跌,跌 升温 降温 萎缩 增多 反弹 涨 好转,增多 升 水涨船高 上升 涨 升温 上涨 升高 反弹 回落 跌 回升,攀升 上升 回升 上涨 飙升 下降 回落 下跌 涨 升高 反弹 跌 升温 高涨 增长 萎缩 缩水 好转 升 降温 水涨船高 增多
80,20,0.44874280132687483,0.029254313448571524,0.35,回去 回来 过来 进去 进来 出去 出来 上去 回家 下来 上来 去,下山 出来 完 顺路 上楼 回 上去 上来,下去 下山 顺路 去 回 完 进去 上去 来 进来 上来 上楼,回去 回来 过来 进去 进来 出去 出来 上去 回家 下来 上来 去 下去 上楼 起来 下山 来 完 回 顺路
81,1,,0.0,0.0,上台,上台,上台,上台
82,5,0.4470558484447774,0.09443690672041276,0.4,下级 上级 上司 下属 基层,下属 基层 上司 上级 下级,下属 上司 上级 基层 下级,下级 上级 上司 下属 基层
83,14,0.42883937017263574,0.061186477830975826,0.2857142857142857,半场 犯规 球 上场 比分 得分 得手 皮球 开场 出场 禁区 解围,上场 解围 对手 全场 开场 出场 比分 得手,禁区 得手 对手 得分 球 开场 上场 解围 犯规 全场 出场 比分,半场 犯规 球 上场 比分 得分 得手 皮球 开场 出场 禁区 解围 全场 对手
84,53,0.42583228900859194,0.0020544527240605307,0.4339622641509434,大学 高中 初中 学校 就读 入学 研究生 毕业 小学 中学 转学 本科,学院 学生 幼儿园 民办 班级 学校 中小学 上课,工科 补习 研究生 选修 班 课程 入学 开学 上学 幼儿园 年级 进修,大学 高中 初中 学校 就读 入学 研究生 毕业 小学 中学 转学 本科 年级 补习 学期 学费 学年 毕业生 学生 硕士 学业 念书 选修 退学 课程 学位 上学 升学 师范 进修 开学 奖学金 攻读 文凭 学分 上课 学院 学时 求学 私立 函授 班级 学历 招收 中小学 工科 班 留学 补课 幼儿园 民办 公立 学士
85,2,0.5220829736023729,0.2321324971896938,0.0,岗位 上岗,上岗 岗位,岗位 上岗,岗位 上岗
86,1,,0.0,0.0,上市,上市,上市,上市
87,4,0.3463547024709263,-0.0794811970459662,0.75,神 上帝 真理 雾,雾 真理 上帝 神,真理 神 上帝 雾,神 上帝 真理 雾
