run,token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction,primary_component_representatives
pca20-plain-k10-reg1e-05-seed42,铺路,0,1421,0.16592048405168153,2,0.0018839528150639828,0.002253630553797771,0.48727026554623426,2,0.4835503390145654,0.00371992653166886,0.35627559978909606,7-9,pūlù,to pave (with paving stones); to lay a road; (fig.) to lay the groundwork (for sth); to give a present to sb to ensure success,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.75,推动 | 强化 | 推进 | 优化 | 深化 | 促进 | 确立 | 构建 | 提升 | 加强 | 拓展 | 规范
pca20-plain-k10-reg1e-05-seed42,辞职,4,1030,0.18906177064771365,9,-0.013287609797499739,-0.016385477113482323,0.5018825552607856,9,0.49797466433893933,0.003907890921846291,0.3015971392509468,5,cízhí,to resign,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.0,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀
pca20-plain-k10-reg1e-05-seed42,随手,8,971,0.19994317039325696,3,-0.011073090210610287,-0.01384037958410172,0.4864693973989972,2,0.48220536509810596,0.0042640323008912295,0.3524443269441566,4,suíshǒu,conveniently; without extra trouble; while doing it; in passing,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.25,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然
pca20-plain-k10-reg1e-05-seed42,保鲜,1,955,0.21872964083923777,7,0.02835606721484482,0.03502364336325357,0.5022269235542227,7,0.497772627797078,0.004454295757144733,0.30102863279290887,7-9,bǎoxiān,to keep fresh,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.75,面条儿 | 杯子 | 罐头 | 肉 | 袜子 | 米饭 | 饼干 | 牛奶 | 肥皂 | 钳子 | 梳子 | 脸盆
pca20-plain-k10-reg1e-05-seed42,熟人,4,1030,0.192271660353675,2,-0.023182959814487147,-0.028701431751965316,0.49563342432228125,6,0.4904124325189949,0.0052209918032863345,0.3321272085452702,3,shúrén,acquaintance; friend,Translation,孩子 | 妹妹 | 哥哥 | 爸爸 | 母亲 | 姐姐 | 妈妈 | 人缘儿 | 同学 | 父亲 | 学生 | 老师,0.25,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀
pca20-plain-k10-reg1e-05-seed42,内存,0,1421,0.16400018537440242,1,-0.01579067582979582,-0.018888372405761508,0.44013781330991497,1,0.43383779435182,0.006300018958094955,0.4857599988727956,7-9,nèicún,internal storage; computer memory; random access memory (RAM),Translation,面条儿 | 杯子 | 罐头 | 肉 | 袜子 | 米饭 | 饼干 | 牛奶 | 肥皂 | 钳子 | 梳子 | 脸盆,0.25,推动 | 强化 | 推进 | 优化 | 深化 | 促进 | 确立 | 构建 | 提升 | 加强 | 拓展 | 规范
pca20-plain-k10-reg1e-05-seed42,见证,2,1879,0.17484640576119245,9,0.006260078096957972,0.007529438479609003,0.5028262733731306,0,0.49647741342005225,0.006348859953078323,0.3035165634632909,7-9,jiànzhèng,to be witness to; witness; evidence,Translation,推动 | 强化 | 推进 | 优化 | 深化 | 促进 | 确立 | 构建 | 提升 | 加强 | 拓展 | 规范,0.25,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿
pca20-plain-k10-reg1e-05-seed42,情调,2,1879,0.23401880659626656,7,0.004079060004962554,0.005297066024257726,0.5037896611053433,7,0.49620209972625084,0.0075875613790924445,0.3010627009347004,7-9,qíngdiào,sentiment; tone and mood; taste,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.0,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿
pca20-plain-k10-reg1e-05-seed42,震动,7,948,0.18668460511243878,4,-0.0042597223902895165,-0.005237479109661246,0.4649169685549666,2,0.45719744337533336,0.007719525179633258,0.3964561927509123,7-9,zhèndòng,to shake; to vibrate; to strongly affect; shock; vibration,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.0,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬
pca20-plain-k10-reg1e-05-seed42,顾及,4,1030,0.19350914691963228,2,-0.023155782455948237,-0.028711773193093714,0.371582366779115,2,0.36378044739984816,0.007801919379266831,0.4771247234188661,7-9,gùjí,to take into consideration; to attend to,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.0,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀
pca20-plain-k10-reg1e-05-seed42,指向,4,1030,0.1643923782604026,0,-0.012550516061161782,-0.01501962851300189,0.43923404541519906,0,0.43126130590941203,0.00797273950578703,0.4368220321080637,7-9,zhǐxiàng,to point towards; aimed at; facing; the direction indicated,Translation,推动 | 强化 | 推进 | 优化 | 深化 | 促进 | 确立 | 构建 | 提升 | 加强 | 拓展 | 规范,0.25,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀
pca20-plain-k10-reg1e-05-seed42,手头,5,1031,0.1619671509661688,2,-0.030586304656174845,-0.036497739547367174,0.275433290551563,2,0.26741181974142664,0.008021470810136377,0.6068967380294152,7-9,shǒutóu,on hand; at hand; one's financial situation,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.25,院子 | 窗子 | 马路 | 过道 | 房间 | 海边 | 屋子 | 路边 | 人行道 | 楼道 | 饭馆 | 山顶
pca20-plain-k10-reg1e-05-seed42,出,5,1031,0.13243001898378717,3,-0.0460639221615822,-0.05309533890006904,0.4053995076765232,8,0.39715583825202877,0.008243669424494449,0.5096963253470619,1,chū,"to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; (used after a verb to indicate an outward direction or a positive result); classifier for dramas, plays, operas etc; variant of 出 (classifier for plays or chapters of classical novels)",Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.25,院子 | 窗子 | 马路 | 过道 | 房间 | 海边 | 屋子 | 路边 | 人行道 | 楼道 | 饭馆 | 山顶
pca20-plain-k10-reg1e-05-seed42,购,3,820,0.16922562455471982,9,-0.006006831419469477,-0.007230400451687025,0.4784251971994045,9,0.4700930884485825,0.00833210875082202,0.37525571067389035,7-9,gòu,to buy; to purchase,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25,拧 | 拽 | 搓 | 蹦 | 磕 | 溜 | 捏 | 叼 | 咬 | 吐 | 踹 | 抖
pca20-plain-k10-reg1e-05-seed42,背后,2,1879,0.17094330503409455,8,-0.008738460706163104,-0.010540245026936904,0.4697401011759263,8,0.46139532846751097,0.008344772708415327,0.4201404049297066,3,bèihòu,behind; at the back; in the rear; behind sb's back,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.5,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿
pca20-plain-k50-reg0.001-seed42,开花,48,263,0.157669037053211,20,-0.04906017883296365,-0.058243352068328084,0.374400458171275,46,0.3743297885856567,0.00007066958561829928,0.4069347380275774,4,kāihuā,to bloom; to blossom; to flower; (fig.) to burst; to split open; (fig.) to burst with joy; (fig.) to spring up everywhere; to flourish,Translation,山岭 | 树林 | 山坡 | 树梢 | 树荫 | 山顶 | 峡谷 | 山谷 | 小溪 | 天空 | 大海 | 山峰,0.0,沿岸 | 水库 | 水源 | 流域 | 河流 | 灌溉 | 北部 | 公路 | 湖泊 | 村庄 | 南部 | 水利
pca20-plain-k50-reg0.001-seed42,登陆,2,298,0.17130314174495645,19,-0.05171107762383373,-0.06240047504550683,0.36513807419894284,19,0.3650243360433555,0.00011373815558735068,0.395605202441997,7-9,dēnglù,to land; to come ashore; to make landfall (of typhoon etc); to log in (frequently used erroneous variant of 登录),Translation,赶往 | 前往 | 赶赴 | 起程 | 抵达 | 奔赴 | 动身 | 赶到 | 搭乘 | 到达 | 飞往 | 离开,0.0,构建 | 推动 | 推进 | 拓展 | 促进 | 强化 | 加强 | 建立 | 深化 | 开展 | 开拓 | 搭建
pca20-plain-k50-reg0.001-seed42,不必,22,274,0.26208009487622097,44,0.01761976993104883,0.023320773895520744,0.43351671421212296,1,0.43335578419637316,0.00016093001574979393,0.25464120932275736,3,bùbì,need not; does not have to; not necessarily,Translation,也许 | 只不过 | 毕竟 | 当然 | 就算 | 其实 | 确实 | 何况 | 固然 | 但是 | 似乎 | 恐怕,0.5,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕
pca20-plain-k50-reg0.001-seed42,宇航员,14,148,0.2061011173884138,33,-0.026231905676703526,-0.033041872524636674,0.3719261026082066,6,0.3715680273484832,0.0003580752597233672,0.3173997804528397,6,yǔhángyuán,astronaut,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,0.0,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女
pca20-plain-k50-reg0.001-seed42,农业,48,263,0.2521547375315803,4,0.03278532219680619,0.0419985109997531,0.49790750385305166,4,0.4972278249296599,0.0006796789233917688,0.1861535174319743,3,nóngyè,agriculture; farming,Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.5,沿岸 | 水库 | 水源 | 流域 | 河流 | 灌溉 | 北部 | 公路 | 湖泊 | 村庄 | 南部 | 水利
pca20-plain-k50-reg0.001-seed42,颁布,13,237,0.20254619260006596,37,-0.012612568229323773,-0.01581604866925952,0.4813636661386995,37,0.4805934990169223,0.0007701671217772432,0.22203612006363455,7-9,bānbù,"to issue; to proclaim; to enact (laws, decrees etc)",Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.5,阐述 | 解释 | 表述 | 核实 | 分析 | 询问 | 解读 | 讨论 | 确认 | 探讨 | 总结 | 论证
pca20-plain-k50-reg0.001-seed42,专家,4,536,0.1736072850524134,37,-0.03795591316787622,-0.04592963185824261,0.47391288431943934,37,0.4727481411423878,0.0011647431770515637,0.23174856740332042,3,zhuānjiā,expert; specialist,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.0,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融
pca20-plain-k50-reg0.001-seed42,公函,36,164,0.23916475739674448,45,0.0010776907093343613,0.0014144538860219676,0.49527890986091516,45,0.4937199519787919,0.0015589578821232353,0.19271472976416268,7-9,gōnghán,official letter,Translation,课文 | 句子 | 课本 | 抄写 | 书 | 本子 | 书籍 | 稿子 | 字典 | 插图 | 画册 | 写,0.25,收据 | 支票 | 汇款 | 交纳 | 付款 | 缴纳 | 学费 | 账单 | 定金 | 生活费 | 报销 | 返还
pca20-plain-k50-reg0.001-seed42,株,48,263,0.1930479168395007,46,-0.0407875006526299,-0.05054513335275382,0.3468039508617058,46,0.3449308454895208,0.001873105372184991,0.2806476423409134,7-9,zhū,tree trunk; stump (tree root); a plant; classifier for trees or plants; strain (biology); to involve others (in shady business),Translation,山岭 | 树林 | 山坡 | 树梢 | 树荫 | 山顶 | 峡谷 | 山谷 | 小溪 | 天空 | 大海 | 山峰,0.5,沿岸 | 水库 | 水源 | 流域 | 河流 | 灌溉 | 北部 | 公路 | 湖泊 | 村庄 | 南部 | 水利
pca20-plain-k50-reg0.001-seed42,东道主,6,213,0.24006227208374703,37,0.032824959665559095,0.041405782814635445,0.47490730085581434,37,0.47294044703944577,0.0019668538163685745,0.23939966161537152,7-9,dōngdàozhǔ,host; official host (e.g. venue for games or a conference),Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.25,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远
pca20-plain-k50-reg0.001-seed42,得益于,1,551,0.1846629744856142,2,-0.03291873712571894,-0.04037439254638399,0.46591233225383794,2,0.4639407394534156,0.0019715928004223615,0.2475792650197336,7-9,déyì yú,to benefit from; thanks to,Translation,构建 | 推动 | 推进 | 拓展 | 促进 | 强化 | 加强 | 建立 | 深化 | 开展 | 开拓 | 搭建,0.25,也许 | 只不过 | 毕竟 | 当然 | 就算 | 其实 | 确实 | 何况 | 固然 | 但是 | 似乎 | 恐怕
pca20-plain-k50-reg0.001-seed42,公务,35,282,0.2025762968536527,0,-0.021421524588451174,-0.026863415902900326,0.4325701656746878,36,0.43051062377795896,0.002059541896728856,0.29391735194298196,7-9,gōngwù,official business,Translation,收据 | 支票 | 汇款 | 交纳 | 付款 | 缴纳 | 学费 | 账单 | 定金 | 生活费 | 报销 | 返还,0.25,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅
pca20-plain-k50-reg0.001-seed42,粘,25,173,0.2990023936306442,30,-0.026277613622589402,-0.03748602475076601,0.5011952532281195,30,0.4987989773394191,0.00239627588870045,0.1772028884766841,7-9,zhān,variant of 黏; to glue; to paste; to adhere; to stick to,Translation,拧 | 搓 | 拽 | 磕 | 踹 | 捏 | 蹬 | 扔 | 叼 | 扒 | 搂 | 蹦,0.5,肿 | 脆 | 胀 | 冷 | 腥 | 闷 | 疼 | 甜 | 胖 | 凉 | 瘦 | 嫩
pca20-plain-k50-reg0.001-seed42,滥用,42,189,0.26080956506605263,32,-0.0038964754581437555,-0.005271274185916416,0.4986928743825386,32,0.4960031958032957,0.0026896785792429045,0.18491558521210952,7-9,lànyòng,to misuse; to abuse,Translation,杀害 | 抢劫 | 袭击 | 毁坏 | 盗窃 | 逮捕 | 烧毁 | 劫持 | 被捕 | 殴打 | 谋害 | 屠杀,0.75,欺骗 | 阻挠 | 纵容 | 反抗 | 阻止 | 煽动 | 抨击 | 抗拒 | 嘲弄 | 容忍 | 对抗 | 抵抗
pca20-plain-k50-reg0.001-seed42,免不了,22,274,0.27405913634665413,29,0.03402900633197764,0.044776783496212495,0.5012673829326483,1,0.49797890931875166,0.003288473613896614,0.178908831549719,7-9,miǎnbuliǎo,unavoidable; can't be avoided,Translation,也许 | 只不过 | 毕竟 | 当然 | 就算 | 其实 | 确实 | 何况 | 固然 | 但是 | 似乎 | 恐怕,0.5,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕
pca20-plain-k50-reg0.001-seed42,竟,22,274,0.27102589452071324,39,0.03680137579931844,0.04805765749756266,0.4967067152138048,44,0.49283151716904416,0.0038751980447606083,0.19093172450274998,7-9,jìng,unexpectedly; actually; to go so far as to; indeed,Translation,竭力 | 急忙 | 赶忙 | 尽力 | 毫不犹豫 | 设法 | 极力 | 想方设法 | 立即 | 连忙 | 急于 | 坚决,0.5,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕
pca20-plain-k50-reg0.001-seed42,客车,35,282,0.2530282190839838,48,0.0491243732363181,0.06170658277909242,0.4242873277125677,48,0.42037813164827703,0.0039091960642906876,0.26116402249832193,6,kèchē,coach; bus; passenger train,Translation,沿岸 | 水库 | 水源 | 流域 | 河流 | 灌溉 | 北部 | 公路 | 湖泊 | 村庄 | 南部 | 水利,0.5,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅
pca20-plain-k50-reg0.001-seed42,宽度,16,151,0.2464493425281509,34,0.012585374173842367,0.016427075158974593,0.46724535885947205,34,0.46317710108392435,0.004068257775547701,0.2307402236183734,5,kuāndù,width,Translation,旋转 | 振动 | 转动 | 测量 | 遥控 | 探测 | 图像 | 开关 | 转弯 | 传输 | 刹车 | 检测,0.25,形状 | 花纹 | 放置 | 制成 | 圆形 | 填充 | 遮盖 | 镶嵌 | 雕刻 | 摆放 | 体积 | 颜色
pca20-plain-k50-reg0.001-seed42,对白,18,307,0.23843418231703153,45,-0.012080535857213887,-0.01586276008811481,0.4991436108673619,45,0.49482254350539767,0.004321067361964248,0.18792647787195613,7-9,duìbái,dialogue (in a movie or a play),Translation,课文 | 句子 | 课本 | 抄写 | 书 | 本子 | 书籍 | 稿子 | 字典 | 插图 | 画册 | 写,0.5,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌
pca20-plain-k50-reg0.001-seed42,回收,34,132,0.19170429812275658,16,-0.025948247786569012,-0.032102419604984854,0.27900762541206103,4,0.2744016307714513,0.004605994640609734,0.41771340051132366,5,huíshōu,to recycle; to reclaim; to retrieve; to recover; to recall (a defective product),Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.0,旋转 | 振动 | 转动 | 测量 | 遥控 | 探测 | 图像 | 开关 | 转弯 | 传输 | 刹车 | 检测
