path,sha256,tokens
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10003/communities.csv,32375a5df9495a273f2067385c1b8319daba7432d4073cddcc50c7c6c8526499,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10003/communities.csv,386dc79886a600f956bf63e223d44d96ab4f01156fb83f4299fd4f11073afad6,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10003/communities.csv,b800c4c37e98428259047330a0fd9bbc34f08f5cfccacc4879293c4ad5b4c612,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10004/communities.csv,031fa7d39ba4aea349cde0ee31e8de79eae2b7c678406b8e441708a84d3f0eaa,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10004/communities.csv,f70f7fe951f38d2300193dd93d34c180a7077ed1d91feffcbd78052e0dca26a7,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10004/communities.csv,60ad49b095d555eeb87dd60583ef85cecb6ddfd6e1f8eaa80ccbbad086529101,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10005/communities.csv,d90a515a4881626afc5694b4de3f1a8468e63d5f6b6ff7e2f25b3a2fab6e056e,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10005/communities.csv,20ff255967c1626cfe9b6119fa0b8c71dcaba7edb6b1264f83bc917bf0b1f2f5,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10005/communities.csv,e0da04847000866e6aa755095af4d7edc26329b971f7e8af7da0d5bf198e22b2,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10006/communities.csv,49b9c52cbffc5b3ec3671a0084100a02ce88235e1253f359bdc0581c28502d87,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10006/communities.csv,a0faf216c776f387294238a60d0cb366079254796568406ac2a6fb467efd9cb5,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10006/communities.csv,df2524087c63ea064267a43d6b7110e17687eec5e285eb35eb56df94aadd7907,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10007/communities.csv,0b96d68f45a7f4547b026b458d8a1f52c60d3cd705da95092aa5338665757e19,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10007/communities.csv,257f9d55357cc7c0656dfb10f6eeb9a0776494ac4a51f3ca32a85dd35c206cf2,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10007/communities.csv,e6e6cce9f21ceecddb314e3b45cc0839b9ad228b4a6eef585d4aae5334962b4b,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10008/communities.csv,beac14dd2d22d6e634cdbe48880721a0384a786ef98c934efa63d66d7db84578,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10008/communities.csv,c28979351637297baf9ad8c8392cfd77f700439d32c22e8366ddc2bf21a3db28,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10008/communities.csv,c6f06a134c8fce86321a7098d74457944155a6111a5a3a16e8fa1329ab3385ee,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/comparator-10009/communities.csv,839b1058144cf7ed515a464cd14ccc22a11cb7cab582c9eef2e51cb3a856b96c,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/edge_removal-10009/communities.csv,9007b5d1fb334955985f7dda4fba29de77a7aa884e951d98d351c3d91dbbbf4d,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/stress/vocabulary_subsample-10009/communities.csv,7fd71e34cb1598ae32fc9f4eb46c7926d808e2461a214d591531664fc74271cb,9842
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/sensitivity/resolution-increase/communities.csv,f0bb257ac00f58a0a8269d0f425dba825a78c077fbbcee3eae7263f9aaecb714,10936
results/leiden-v2/study-2026-09-25/screening/candidates/9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64/sensitivity/resolution-decrease/communities.csv,17751a65e0aecb4edda76af29ae2c9cd9339c3e8b0e55bb93de4ac82d3b36d46,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/seed-42/communities.csv,8c5592f0dedbd127ae77870e37906e0f5dc626160806505819fe05840beff6b1,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/seed-43/communities.csv,10837ad9028345e4c206ac2d35742065bd187e290871f8b0b927a6ccda2cf730,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/seed-44/communities.csv,9b8f60283c8b3b04901e68fccfff21cca8b2f308791b84c24cf709f8e1258d11,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10000/communities.csv,af5fe4535fbf682380d24901bc7b8b955c492632a0f738bba4c877a551386a4c,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10000/communities.csv,af5e8e7571cd14e03e26413a8e541848b608d5cacf81ed2d9a669404cd822fe1,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10000/communities.csv,8c738c85a1e6fccbd110d511b3028afbb41cb3376241add484bbd4df2d525d68,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10001/communities.csv,1b22248f38e402d2b834a4aa9f2bbfe209e7ced31e1bc7adddc4989fc9a050cc,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10001/communities.csv,1c7f09e62dcbad2a5c0d7ebb96f6f3227b4a16ae0e047cceb968c59167c3608d,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10001/communities.csv,97e4801815687b32513cd0089147362a55ccee27bbea17fa618b5cab5cb36b09,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10002/communities.csv,e1e85b52e48aa4cb41df4b0b265bf2c4f07fb5bcfd8ecfa3ee18157815c9bba5,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10002/communities.csv,762a0783515d7205ddaa88e7f5d8f89e8d7e3c6546f30453557313cd101ad78e,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10002/communities.csv,3835e02088cbcebe78008194677608b5293c76cec0ba47ed6c0e840fef5c808c,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10003/communities.csv,f699e11de1b5d4b122a1be88bc8dd6492c305c396038b55f12dd7f2470b78b48,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10003/communities.csv,b9873aa12ed9a2d1939dbaa340784a1ffa2e86e9d6ea34d127062991bccc475f,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10003/communities.csv,7d0bb5b1c4c6139dc7d90ea3eb6682fbc8c49ee949cf50bcb78624e6c93e4438,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10004/communities.csv,a5e65a3545a564c57f413a7025fb185360d59ae2e24b347659f88a329187446e,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10004/communities.csv,296df1f9f4c0b457a9e8fe2cb954d4d246311dacdfad3b5aa9366ba1b0ff9d62,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10004/communities.csv,aa2a9ba5ca06115c67822dee58d0ef113b59d19d72300f0b50fd37e8dca500fe,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10005/communities.csv,aebc2852861e4c1a38cc22b46d28f47494a6b34799be0dcfa744b4776c3a144a,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10005/communities.csv,c99b15972c043b2227a172e7269afee8b39a53f8dab23c9d83d091c2540ec8b3,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10005/communities.csv,0ea1ba94ca10b3a5caf5220648557ef61e3915b2c0ba9488cf457c1cba12b96f,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10006/communities.csv,79ff164059f025db644652177922b87a895d394dd597d4dd804450939e0635bc,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10006/communities.csv,ea17994d3b5c57a1a2f9830d26fcf04821adac2032afc74413abbeb77a2f3469,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10006/communities.csv,736f823ca3b0d21336cda35d0a897c010f85728a4bec78755c21a347ba548b75,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10007/communities.csv,eb8a12f73aef39fe96411e55e1cd47b2c7bdca3295107b3fd4b1574a333cee12,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10007/communities.csv,232ffbc8da2af4e1f71eb3edd08f60eddff73b327a5af2fbf07693bfbb7b2689,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10007/communities.csv,94f89ff90707fba0b6f51ecb40dc88101ecc7f710ceb7fc6b9c8d03ebf50fa59,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10008/communities.csv,3730d161a7f7882d9f60f76e2d3b8fee93ad63b0836d8d5aa38a7cdaa0872bd5,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10008/communities.csv,00b30477848992c01f38e7a8414ea98bbaf01d19fcbc823ba968921137a11a7c,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10008/communities.csv,df3c09aea24d37e702b24a33aa468a6629f17f17fd4b016b44529f7dc89a0453,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/comparator-10009/communities.csv,e3d015c720781c3e5213f19109ae980be3965448b16c5bb8ae4c112874f5a092,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/edge_removal-10009/communities.csv,b17a673f2e3f5305edffb9cd953eee8ad818b397774205d56782f59403bcc720,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/stress/vocabulary_subsample-10009/communities.csv,d3fbb8548ec9d2200a0a556161bb96d11e8aeeac26a788af7aa432ebe79efcaa,9842
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/sensitivity/resolution-increase/communities.csv,6195f3a4f716ee431d9c0bf0ac9cb4957d824c4df8428fa3e4dbd1c091bded60,10936
results/leiden-v2/study-2026-09-25/screening/candidates/480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c/sensitivity/resolution-decrease/communities.csv,e7287a9a413078e319acdc27adf141e4157e3c2b0a7bb58cf6b7914fb8e5cb61,10936
